"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","HPI_RPI","Price to rent ratio","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",70.0009214846514,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",68.0696629031378,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",66.5128397055336,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",64.9576648619056,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",62.8705737401652,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",61.3999994290655,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",60.2322882882542,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",59.2217205545634,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",58.5087547737414,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",57.9137956375407,,
